,name,attack,image
56,Traveler's Spear,2,https://lh3.googleusercontent.com/docs/ADP-6oExvFj5BCtk7t23nNpCMw1pLhdw-32KLWo1iwyea46qwow0L-7PNqNad8Tq7zCSUl-1ELzdcCMMLJmSyRNc7SbUla1JRE1V94GU7Naa5nZh71ryhNS8R_nOS4Y03lFbs9G-Rz1e4U_BUb1L5pHVqC1-twgsDo9G1iIBCwXrD9Db9FNa8iml-5MXifsNU-dr8gr-fBtKlRmKmJxWUSocZwRASYPdKRE74s_l6IIJckCKMpO5ycz0-kSB86moHfEc1bFQvsuz_O0R1topqXIaM9J26k4boSBqBCrYXAzWm0RAXleVeFwdKbKAXDjtWkdXZTJb9N7TbPgP-f9I2e_aTzpHwfo-mUAVgnPoF-G2J60FhJ9p3yT_A6pcrYqCqCIKhmOcFQmCI1Z-ZqhiQaMDWuao_3SJZ3faBHIVdJ2LbmWZYURo5EQfYR9uFs82siRNByyBNx3jmEP99dWSjpG-3Ugjuf2qyJ8qj_QPujle1C3TNHumjuhJl_c5hwFKb7TGyfPTsQ7AX7xOr8B9g-mPdRnFDQpyjCjsW87LIgGTZHfb9qDAxKtD39x6EDtnobG-P5W1lK4FTAb51SmPRK9e63S8uYwNQ0WrHPtcin3vJOKyuMWgrvN2IWUuygPqk_LRB8ZxlCI2xhhOD2ioY4iof_rH3QnBd6rSeZWSNmsyqnW1e7Erru_Oyj3FgJ04U_POYtzXd5E5kZDGKbMAPmslPtSPhXBMHRPhx5lJWggcG3af66KiBi8EfWiex1n9W6YuqJE6Wec89aw57LX0MjhUiWR0nSBbjjbZum-fj1T46zVm8KPMYCBIqUByhFbdA4qWtR_EoXjuJottoTvy-w-p4-MHAmCTGnD9nbAhNoT4tgMZWvgeQKO8HMXHBxfo8xECyAM-R4p3cg3VpDYL1AveeMXZgsuagFbQSBu-eB54fwCbnoA8jQVBX_Dy7RxV-ycBju2Joz4Uj8lOpwWPk7Mh8mcVG9wRXg4d6-JR_jXzBM1Yhv1n3RoKsH3KzwmgxyjusHMcmloc9DEFFoOfO6HMriIH2p6hBcAjQrdpb0QVcyGjYlT5yh6SiBS6Tl2UwfuyPt4CLewCuWUWx0seQ1-B9aBqAewrO0egvItREAiBJTh2BVtYOztf81Nn_sfcvAB2N-VvJRlnpf6xTzzrn9yapTFreQUJXo88DxIVN98ApcE1hAGUC69bxEkNR6ssTnAxGaIhoVqpoul7BVRfzo1ycb7toL0dqJW5ng=w120-h119
57,Sturdy Long Stick,3,https://lh3.googleusercontent.com/docs/ADP-6oEX8R2FOHXt-_of2vdqxb-oT2I8pTnYeE5Liuxw8f-i_2g12zX3lJP-nPE9mOKlItQFT8rFVqmZXo-HwrUPyroR9Nj8eLqaOCo0B_wmwBGEIlqwE_2aUH51GGdibFIRv_NI887txHJaMlIIltCNFazMK3ionqp_u3qHVT4UeZJ5JgOsKq-b4JaoosOkAtaLERtP-amO8DD36hr3XpxIWgcw2AjHIj6XJwfacu7Hu-jw-wOttwlFidaUk83F8Fst9YFP6pHyY409dgZ6px2-3fOGfrh3bwxveLXl_rxGB4eL6WrWfefU1xSIABIgZi1L0MTu_5D8YJidzII6gqU3vrYplnEDYbk9kre1-vw7kqMAfC1Wpn9plh0_GnOlB94lX-uJR0cHYowBMqxLHVVZ5vrBgMwlmfLSOzHIvAtHAas8fk9ecs3Pueuzj-cfWiLx2JQaS5iguXHi9DVMkUaD9UgCd5Gj5Zag5i0OvvVncBofT7gIz2dy9mZa6NJyg8dSq_mUQPryPIPIky4SOt4M9G5L_fw8P2ngYIGyZtTgWZBI6gMWL7wYcdEUtCvyRv_A47PIqny3PyXzruQvl2nOE2lALY5CQCfuSkXqvrlTHc0tFMyB5ZrlcCuvVJAliRN0fA8RFfRQQKur7TnImcGK7WRHxE4DAc2RZCvFK12W9tuQbzq10s0C-GOy3dDC1AhVFuSm_QR5V1bZ2qz41fcoB5fuiT9uA6L6Rm5OnIdiOKt0cRxRDvOXniJS-vhSHonHe8QRRIEs2iAH1t_XwjCTSbyOSYYT5-wk9XfvAImuT-BDLNBE07e_9NwFxezOPBB4tatuth4OgWMnTwRv3NO1O9Dhckd5qZdTVU-uVtRemeP_hdnK4jaj3pjxaeFiAQHblF4yyMT2nnupDqiPB3Y0rvevWNtMYeYyp7aOYHtxeML8j-NmarXVwhRmPeLhQaLx5S2LwNCtAyk2xOtLoYg5bOAKrd1D6KYqDTsV4XQ46RtuL4mx442sKXsQJ26MwwgtIKWM-Jr7hzVBz1d4Lhj8N2fFRw--ce98-SAD3jzA4cPh3nFn-XUQqmKnJY148sX51nXpoI2SxdhFqWUcvNyDXDDqbBWm9FEPUCt77FtaND6ofnTzoHW_poRdG4opIRL8ulm77vATzCsK1Ik5OMr5DLK5zg2ZXTlXeELaS4Be7xUei25NNAv2f06W7U1a6zr--LCR_ep1YlBVRh_o6NF0tdCjkjY4WQkPNQ=w120-h119
58,Gnarled Long Stick,7,https://lh3.googleusercontent.com/docs/ADP-6oFXfntowjAsnMdVOXwJHGGWzezb3BeZEW5bP6C2FEyPAsJOnwY4ezmhxaCJ0g8kWdsVreHw5tmQ1H_ZaUFJ14rtK7vC-WcEuXJdcJfGLQNeXuvW8_16kALy2hgdnPw635MbG-3VxPbhZdIubP1t9DyESZLSrkwlZzlvAEQHJ4Yptft_tC5kLSk3ZwrZoFkN3uxPv59e3chU1bW8UaqM0KL_QAhjZptTqS5BnF7lFQS2SXZQwTOTzBv360hM0lcCjGR_e4TVdDwjLze4OLrRP5Y3Vi4x4ROdto75DggKbf_1nGNGm1s7qbfye0YlFJInYHv_5tLM4q3IZzaU-6r5iaCV4CBkIhyAp4Pz4tR_3sqsgOM1F6u2CtO3471BpjA6ovPJgO68ET3WUTyW4PKi9izht3ezRpLZNkJsxJ44RZpZnd6w1jwYWA0HWe2axiyF1F--q35GrNexqe1oKgYIUjJ8JAoscvRgK4RgXUk-IZOvmDJ8RWkn1jHFcu2H97RX3BD3zm81KeiA6dMGT5esVaYPyFt-pBK-5vb1Xmr483NIORRJEjbbhGzj5LUbZCVbBnfRMgq1lJI0_-DFOlHG9g2Bpl3YrYxCt2I2N1-ouqp1Mt_6XS0buWPyhQgb6TNhlX3_LVn0XQKV0nh4DAqVzI2fiCAMMQgNYc4G0Z01MYn1_zmOdv0TaJqky_kN2xoby-RhBLrv4k96LO2kbUpl6Hi4QMdWGXbS43znHFLrENZg6rsP6QIJlAs8U8Nl98ZoV2dqyQYJ3XfdGkfwK7tcTC7dTcGdx8sJBf4s7Q75oqWF-k6sKdFRWBCmGSbKdVFYjA4fG9Gc4n1qUPGzbX_eAYFyeSEJvgk4g9Sx0pzAxgtCwwAbPr2QO9iQRtTL9HzZsvVpfjXa5yjbX5kVMKOH25S66GiXYDc4AZ1TcNhCkRYxQqvAYjtZxGBlFu5lu0KrMehJKVJwBlBgzW27K_l1USyfA-51PkO--A-mrOo-f759PW9ifKioZM-5yMOjsYVcwMtiwu5f3TlyZrk16NBZ0CTSy8d8Z4FCMoYTqMYnOGDhTqkG-VVODe86wSDJpU6tAzp0nn1_s5-k-HskSmN-fEPJCeY1TgjGk7yE5yWhgmJaDvJIjImanMd7IsXNMkyYBKxJOd09_Spi1yONJEh56woCdbz76eUEGyO3O3sb9rLmgbjhKuSCcHXUXc2AskxfhcwRt2qRWivgilvYPxisTRFofuPoO2ynzg=w120-h119
59,Soldier's Spear,3,https://lh3.googleusercontent.com/docs/ADP-6oH0WN1_-JQOC0nIT7B9-Ynm1imCaGqHUSTp1dwkb3uqLJkzXiOWqQitGUjFGBnBivC4cut-xTcZn3QINuUreDLRPzdLR6OezykSBFeLWys7wD5Ob_BXJ31MO8BPW6fx0KjpC1hj2Ij9fdHyBnRx1qZomi0IoLDspq-b4O1IPJLf8-13oQC0elstTdprL8TnacKXfRBOGqAkOQAkbhC1OTM7KxcLKPzeJVyJxrrt7-im9x4Bb6cki40N5ri0RyxHeu2HVgJWvij0qWmYh1O3mfSHVf-RTsAFHQlS13tQ3Zw_MCwn_9z0Q-bDZhJkK_VUVL_CNGe01et66XvmADCHgYvM1bjVHV--trB5ElWYxgnm65kzKtpDR5nD4CeWXNpJMb-Rxi-eDZP39t2eYo8iXRqj0CLtZ4fvGrNHFaHfKM2R8yzhYt3ATLfIvZIBJ1AGbIZLYu_X0O3ouWZExP9u2duyWcMWcyYHjyHHAqX4mE8JNUoVSO7sjJGck7BPG3baEdinmw9U8nejCGJ6uuKq0Haj-jOLa6rjM2eUIbYl6hNAo6EnKGbDxAWONerjNg8weUNYqFadM1nDzRLxmglXw2xcRuG_evkSRWc-P-Tx4Cj7ZLVUbxUgmjy0vG2PpFQSAuqv6_QC_Tm9VUBX3VbrMyQh-CPu50PWTDNvw95JcQt-tSF5ok8PsHdOsVXfLDrqzxILmgUCsEeOaIH0EP2m7JmWpHElSq06c9FRDrA6gDQd0NpVCbL8y1R31zCnQFnAxxpd1N3nxutmKQ4pK2xYb0uBGp2hymWGCPOPEGQCVFDqUCK8oCF_cy_-PvSU1d2aF4Kt6iswMudTimjo9YUVWI6dR1-b1fyGsENQc3oycLDJe25Ck7GcFJ_iwD92udDrZy3TnV-2WiW54XfzxWpyd9LeSiNnEAIrBZRnvIUOao3aSkZ1-xlM4uvNmIVYRVkikX99DrSJND6h1twDPHx-Mu9g49Po4UYWppaHkW_BDv6oNpe-Uq7zxj9cvYqz2YOgw8YjL4iez1Ugy-pI8RwJRiRtaCIFG6bYSkQvasphE-Yjnq4b-TjAVrdwsdjO4cs9Ojd9KDsSTeC0wYK5J1msyLih8AfU4i5EN0MDpon-U5Dkml794fvE8vCbOyiEFKKprjx3euR7qtQuPeuouMomPPYINvcbVZV-c6ODU2-7JjxCJjSryz9G63ot64Txt-KRPffVE7eOp3D8VCROQlDVwLVyEyOBt1wplw=w120-h119
60,Knight's Halberd,4,https://lh3.googleusercontent.com/docs/ADP-6oHh7CYIqHEkBiODnxAjB6fswG-ThLHYgdY0-dfyh-FhdTydjU5qgYl74bW2jCfmw25AgX76QQrcAxInGB4uRD4z46aQ9djdAYKyq-Vze7o_K3_fjZfh5Al6kaGmktxaZeVHIYAGx-RSWONbmnYf8O4J19O1PNv1OCJUqvmiHonTnYTazngC7fTDSx50QhNxB7lVFSo7sGC8H-E2B5Hr6flzWEHfb64r8ZAJzPSc5d1tke5Kg1oQJ1qbzMfLX-N8u1B_cQKmFR9wISCKYH2ocaQIfMzbNTuWJz_Ti3fgT2vzu1VcaRQCddBhjh_byeaIvmwBKkZG9b3hlt5aWBojKHyOGoD2rsJqjHiGO4EBhLB0UF920JIpjJzNwlbHZxoX4QxiDfVaXvcVRV52qh5rvRXYG_RF-xs0yqLEp7AW2O3-wAfBLCOj6JGo4zLGdKjR4aZg1P0Dh7dOc2sn72ThQg9gmZh6mkwNvphiplpoYYPtkAcBDR41adkZc6PSN-CruXTMBodtU9WLDOgFOZBZ5pCIMe4q_QZfb8emVpTNwKMBUnaomIVlwmj1fx7GANWSaI8fCJIKObeoFUH3WmUiJKOSpgkmtE0AHBZvfQY5XpHNWFOuMatu8p-S7Xm0ASeXX7X9zsBV44mvcKPFkFyI3q_Po8pALQ0neeWo6u4nbtVac3hHoiIvwUVXCSV_YWbjMP9L-d_o9n7-aL6uaQVZ7UaD5REVkoHziFPIZABQEaPcPYeniW2hUF6YYURLTQwqDfht8eYu4KurpPgHMxBX-bRHs9RmO1Zor_DIoN94LVk4wRuTt8m2wepPEOhQQ3BH1ZS7D2VKm0RXucckPqR79ewMnlazu7gOSAsjPzRQ7BuePkq1m6an_q_etcHPdWti-QaC422K2jmcrAZSy609FfTRLENtpY67Ff8rQmOoTVeAo3G8CnNc0bAwKl9TFgSh56WAGtq9_9TFoeITY9120FGP2IliSxAU4TjgPffuvhCvYn3a881BE7GapNvwdg0hT0rjecam4ZrfNG44QFcHgZoGrTExiQweAz1IGq0KadAH-mXtQmiUYRw8hIEPJ4eCbXWYPj6TDlhb4XeXBJdHYAC-QJnIFM_hk0G9bqjwzoz1V3Nx0ylBP5NH6G-hhpEzvN6EX-MxnNagZgFTVil9LCffQUN32EGIKBh7dbXOmuMwUQnAfw8w9JqqZ9FQjmq5s9wmOvpCWy2pFHh-KPq9xHBveFp8g4j1vA=w120-h119
61,Royal Halberd,5,https://lh3.googleusercontent.com/docs/ADP-6oHWThVu8KOCv-gEhM4pXoowoQfLLgoWD1XDMjMSHxQnTGpKRt-eSltRLgXEXjKO-8_4JGvbI-hCDZBINUeN5M1TiIyz0Apx_YxsdsfxWldp2FIufUYdl_s-J02wh9GNcAldg9vIWS66QqernyRFatYADmnCe8t-QFviafSBra9Ma0OaspRTtLGfjhEjY5Q8s83iDhuZYh-V_sLXLuTyQ83nRrIdS29-54zDcAHUGylNoc11XhPENiicGts6vYi03RMZ8PNevsJhywRwgR-xKg1nkDbqAU4tBb9oJJR_gkq8kCEpVc37VwX5kv5KQ3TvbNA-xaI5xLaYVCqdpKdiDSa-Y743YiXhft_8PwnRruLHBgEmE8j5FxoN_d9RYMCMq0_2_9LqCeq2N7t0CWZOSRoHOWMAdoLVcEq-QVOk2iySFhlk7nUE7az6NDOZn8ySDg1Mu4jhZBtIZQgBZ26aW3-YYm0Ei0EfEEfS9O2YCPuydZDZQPPAk6mGEJMzi_Fa8ujQpOxkalaY5uLbO_LwUbcDe8sDuBPxCPh6Yf8rhpJr1Whx2c9Zl5UgSiPMRe4VQaqCbJsXJYqBFPpx6c7oQfDsuiBllUSERHNfvH9U0gMAAOBMCbOhaD9xl31s7qopiT3_usTeYJQnchHtXP434bSwq27xCMgT8oAUf3CiJ3RlN29MYp7tAoc_VYzBh9uSpb07Ju6SqOMqTSs4NFy9ytmEFEaXbJ-F_OXXjeJ5JiAmcPb9XNf83maCd6-V0kUJxIrURETKMQq7ASTWbI95FkUyIFyaDc0D3ELgRRsLVCD5QM6fgzkdvyb5I_tfTxHLuTlO1v4j-wQZyn6mj8ERh1zqyPPBN-Os2LXkG6tW0_h1qRX1DqyqQt2QNmwTDlzh00rCINJnSGD6NQJ2V3SvpOhpp8Ly7yD4hRb4ADMDo8PgnKUfEiKyAru2ZG7PCOUYXaAbK4_Ri969mopzF6SpK3QEax2UOHMML6iY1bFqqiiMY2gp7lj1Kte59Lcm3fJsGRgR3A2cS_v3FsAcf5f1VSe2dTWnY37foblPtaYCvkFn8o5Orun6qWU2Hk1mRe1-Xb7zHgZv3QLJIGRajKdBNh4iFDy37-beBK7DDt92IXJFo16XCeBKe0R9d8aT3wxXmyMqiizC4yT_yxK_woDsOr-VDiPaHHcRqEuEq8EtHoD7l1m678PKw5KfN-vFeskEBUM9Q-T5ijCRgAs5I9gQi164cuMUhor7GQ=w120-h119
62,Forest Dweller's Spear,4,https://lh3.googleusercontent.com/docs/ADP-6oGvNm4_ojIJl2UIF2LWANPqNU_j6VJBsFZQnMZxkemj9bCQnRn2Hu5jnAMLwjmP6nfQ8G3etKExiIDTBJPeDtR7YePhFUw8WdOIxP5LwqKtrMi8PhaSgI8Eu9Z71RZ26KihU8_HoyAShlYThhk7d8nLHAGyLmpORsOol6kLTOVypL459mJQhPEXJYEGAetrc9it0xemNtVHSvI8fEKGTm-tP4zWYUJT3VVMPk-M1AEngWLX0eI6WsGp4mlQmXAqsI_epPRVVBhhfTGNXsXIr6_50KPIKQl25s62DXlzECogD_jWFcp0qcRU5nDTU88BMaNHSJhYz0WQew-09CH7wjIT689U1q7OaqVniGwlkw8x1NaKwZj3QOeSzWk63YaIOhkS7zsVxe_SG_VmPP4fPKm8TNdzEd_HvrHTwrzMcJ9LjNI8nk-uW589xXNztFa0MqMIIzn27RPcjEIS5Nc0na0IabVraC0BPMwP6SxR7Y_ckHwZoICvxK5Fk8WdsTHEgxkDP-SjZ6KPMDMn0mqCtXYUI40AVCgwgrQyKV28S18ghwiAL24Lbo542cEEZg2fBi96z3gOg7v0P36rVdmt4I8QP68uOlJehAsiMzFJFrG0fujAjbl5h24t9G4rjGdJApMRKLqidrob0--e5sUrhw1hrZzSCtDZZkvsALoa7aek4pJal_7L0PmzAaumGaLbZVg7aCYdAjin6zMoIW9JFULnP_c-OSoyPIfTvV7Ym8-SKZiR_CnrVL_xBNFawN7UDsGMneCtCnlSWS7-vaVGaba9tpW-md5G3-TVD6DPCiIRRmLixvLHa1HE76m7ThjOG8pHiZMzo8uCwdm8LBrSlGWDE0h6ZFbPv5FFj66Y0CQZYKM7krtGx9oJOAawMstHpXgA9SBc67rJzvzHw-hwfLcwhh8YO9-qP2p6qWqxmLeRWtCWazk9xtJFwYKow2kPGyfz4BDo6pGu1xk_cMdD8ft9uRjOQbb7xyA6q4GPObqsXWalJcEGyZ1I73JuuK6LEm1DQe2n5N6w2gvvMdNQ3O23zwnloa9XqrslPYEpUTQuV0yrB5SYv-S1MvpDWxuiOu6mGhht4jD-htvqymukpcM8jrOV5g7L0BEWLXT9xsAjgpaP-xyU0CDZcwZzOgjD89iNi06ydVtxnyY3yetPJw1uIYkvWEZlco2ZEl9_biv1MwZWGzIKXREzjJ_x7tKdZITfi9ivSVlGi14BZ8PlCyrhJbmOVFcSuA=w120-h119
63,Zora Spear,4,https://lh3.googleusercontent.com/docs/ADP-6oEmWXpbtXk3TvKFULiNbCHIT7P2kjNLpqZIwuj57hwH7uzP1hZvzlRHmZCH-uR6NwPzq3ebDf2iePQwn9Yl785i5aEd5x_vXZXc9Bo00RtWNs9q9VGPpeuKgOdE_3Tc_wakGq8CLyk-ZlJ_GqwlSeBbe8AUp0D0BnBwkAiTgEsrFeg1Xd4ChR-lmXxGAPtX5fCdkXFYx7-9Jt5ODeJsD_sznYNu_TUJx9TtaER_Ily3hWz_jKCSyICHA2POY2dA_dxR0_YLDEcfhCtUyCVsFVWnNAC4evTDwIkfc5L1zFFy71FScQQkZyFNvW7RdwibUmdTJbiUX6Yo1PSeDHgl2I3k3QRCaKIZUdxlznB4Ym2jKzeq7i2hiVHGq0yUxctOBYv89G_Amo0lzoPCsCAqzGjECdPKTZRQ9T_r2BAUmeb1mttFxAM9TQqEra6LqANZ78WG6UQprFpMwbXT7XCo85Fro7mFs8TY4vBmLVifEYRS0_Lm47qwPMjA0fhHZqtXAgyo4Z4fBEW7MC56Q_WoX8SIjjwEmmrUdhSKJ6rhVViIwVTq5oA7mgVhQV_HwxN-rvhDdbz3QHnY63tNrkWlzmw6IuaH2kQlHnj_fbBAiDl3eTrFExsixH0tbJXyoNdUvh4oMKrz25jyidyjpMcgOiRbmnGpPc8FyJZF4WJhGAFpTcZzNHBjJWN_TgET-LDlo-0yPeIS6VKMS2qS1DzVTgWej2yUOdZKApWiMvm13EVCD-Uc_1WxYOCXSTYXhKqQChrIUXShcNT3Xp2b5EWBioqKKT9OIfHykHVCrIqFL0NhaYluXBphc2g-fF3JlRqQLwE0yXSvHOCo7HW-DqyxbIsfQnWM_ue8Mc8wbWPkJaUsq3DdUKR0hCPNylRsjUa6KSP3_K5qkXcgr1PcoQV9HPDIQN-OMgJJPlJw6WsbcbW_4_PT2RQPAxN6vv6xWKGoQvjFzzefX3r6h_rGlytC9gWbaPGCm7IuemfD91UXkpht6fldCdPYM7gf-MtvL2cc7_L_rNFypes07tX4VlIYKgWudzkThNamQ8_1-3YggF7zCqTE68u_5hTZowKHOx_FDqFmH7-mRWHboExnMU5UKcwxwGT7lbbu3gTYBwHWtORYskhwyb0rbrkXYsoSGV4y7pCsJV113gF_h5-z5I0zFiX7trY4fiezhTkxP9U34GswPgS01RP5b-x09kgO_-f9mhK2kWIh5U1mYZ6lkvkAXHhGdDcpMb8LKA=w120-h119
64,Gerudo Spear,4,https://lh3.googleusercontent.com/docs/ADP-6oFuJRXyOgjByNdVvEhR2m7adzg9tDwCJQW_urX9Bcre9TL7XP6jWTyjYMSoXHAY-OWZ4nNA34h1MR49dnPaoXsXtGX4FzA1Ntw0qLFp12idtLJN7loHtD4Y-OtkGZfp2i2nPfxm3g1s89DMOORZVT_S6z8bxL4LLcGk1IZEgjVT1_UktpvIpSeAeyWGfgQrzo6gmLI0BMYAKEhI62UZ5uVW9CjNqyefPnLGzz---6cOTfazIL2dnhoFgfZoEjuYGfbarMhHzevfjRT52SNc2wnME51WOnAqWBz3pRH3Xv_8RuW4cs_eSC800rZBplcPDssum9DuTjn2uqb27QKhsDeDU8gs3xh0QusMoXGJxWyfmgbtOhGEcbpEaHMtecDbheLwzDZykCQL44SLt5tcpLv2WZ4nHYy-8AflcwsZXuZme-5dbvXumZtf6m79Ujeth-hetuabuNqnENKA-z_7wEmk1pqDSRF_aYSBADZQG1syv83xwuGQIGkuQdJO7rDFyVOBmYLcXTDW3MuOy-R7-va6j3C5XoLwBGywczOsCud0z7yFQkNcW4G6L0uROL8GKOCWh9SyrtPKj90cyTuNhKh9Ri22ycDPmIizFjlVerPDPPWBfSyfVK7_wipOodHVgmAoqPhkMqDJfEmk3nTse05Ot9g9i7NVXUmcUROZn6rtjXpnm9vuq_QoAJSMwUQbrmUHrf7IDwcpMc4hQ4yZKN4BJT2r4vlpkMfoDEHm-rAq9WDJ2uUzizEuljjQEp9EgPPsrDKw2U5EL2k856F1OvyKRQx3vJIKBIr_Mj_IwmdJ-sdwjksP2UDn93vYBXNSbrMo9sLt2ANis8u_GnwXgWvNwHU9GStBLMw90XkEW-mTZyJgRi9h5pZCdb56UVjAKwd2cfkUe4vJBeSYO0ze1BPvb08SIcYoPNfQmRKIkp9sq_CKU6Zqaesx8Dfh84YST5lVJKUQQpsyZJ6eBOjBhRJZzv5xjncKyQz0UjpjbgZqScN5D_nEWAjB7J6EHCJ8b0Tjf6Qf52AJSmBSuGVvMU_p759Phd6TddwkgUOvkvAsrqdyC66qCMlSUWSIuefZnvYxg_idFbQv7pKOLpb2__bbt605b0ajjQGPM6VsyPBgnbV3IJYYs3ublUBBvEi3y5S9VSXxFFgogzNP_pNFSZ42Y3Q2o3y9p5pJM36MUBhzh9VhqdweCi8FKziMsaZz-PLqb5735zOtRwJ6I4uMkzztgXoJVgy8jA=w120-h119
65,Feathered Spear,3,https://lh3.googleusercontent.com/docs/ADP-6oHVTqEAsEFMElmakaqmxnJP3qW3hX3eWVXZt2E218MZCuvS5MivGHP5f3CPwfZkcy4vQktd7WarfhHSt9lFhTZSWbYNMTNUHzR6PloOirCPIxncoLzJGplXoR8cLZDSnRU480cJMzWa5qEIjQFboR27uB8NOd9G3h7u2byrEqEsibwZdY6PYmYcPuvwQ8ZQbaxFc1SL5KISTzzGMzVYSGW3JvMtRJCYSKVzhi6GTtRu7L9t2Pyp5oaaGHml4i40FnzfXnEuvm_xgbx26oX5nr6l_8G1RgzXR4TMdvWYCOzDLHu4vfNFZr7bJNghTJPPsWRPR8FIT_JZG69nxN4r1ekGTN8Z6KXm_XdT_x9ZzeOo8VuPDgPnG1SOcq466z2r3koeBUKE9qcQ-De_bt6mqwskFqbWLE4XxYv4XZxz23dn-pcUOlJ0XhR8JS_h_1I4jXZFTCTZcuJTnYDoLiNx-RBI6EMNJoNXAoknROhILlKrXrNaWpKqJucDjqwS5meY1cjmL-fW5Npf_LKmKbjYFPqeKIgWVZzmlidmP5SGDL-JGpK4VZ3isTOoiRxM48lwDwMaRda5lbT_eKJj63knbNHpbh5Vkn59OFd9aqrK88B6021QKKagyEougHArEjsIwdGuPpDyfd2qQSjokTuKE75cS-4-G8RdqZpXV8PE0NVTFmkaAkU40PZU6QpSJcMjEKs6TJaNOB3PuUhPDwq5vQdpbC60EfI4BiyDkOjREfEofrQ8dL3mJMP938uPtR02TAYOfG3mV49N4SgejNhGg2uHmjY-eje892dWCl6gl9k5sqQ2j77T8MBNV-nCXSBFQg-RVwPNOr49sR06tK8LZERinJd2pupnuykQL3kHWhSKGhvBpzXGi2eMH077knH7fFyl7XtltzupwMKbPZtUHc0Uct3uGtXBvCuI5X4SL1xzb4Bm6mUNVnuMJko-H5g6oEdvLERi4xbjBfj1JJ53jxPBKQwgNwQx0HHs5v5W-o-ADpjRSbyFF0jGrdOZuQPrZ9Je-yrx-XgGq8euU6FK4xEnDp25XjiK4YV2BznRQIaGPSoy-5pd8X6XrbYGTEhiWw7ZAJgu0tmGLEWvVKEwaXVu-f4piZMlIVYfiMZ0XyuKlkglMtbaA6Q0p4nSRAjeQ-O993hslUdF-oDzccwe7Esn_w0vWXDJsuZM6lvCcQKVxlBwIPhxLo1u0jE5g6C0-CPXJEyz30npML6xMie7GHFcE2AtEThqQw=w120-h119
66,Royal Guard's Spear,11,https://lh3.googleusercontent.com/docs/ADP-6oHbVlOxGJFWiXN0FRCazfVv6hbaHWQqLSfHemHwzPzurEuvzisgBtqaZH6uqz_EUU_OfyfO2JOpguOKMj873qgmPVsNgXWL1P4HnbBt_8I3EEpZx60pAudfO5osDEB2QBQ_PR36olwrkY29KPosJ1zhZ64NkXiJBfEYxrbxq2zeHZ-JDiSbS0mYz7DRNzr3xy9ZRTSdUhKGaNWMEJjBWKJGmCTazZazwlUM0CNnylepmxjbBGa9oigJaBabLiAfwS8_BSwJ3zb9e4hqRWCVHdanc-H6Hnp0a62DMWK-JFXB1LyGxKXvN1jmKxwhfGomBIwlP-VYGTKMaLVLR2ciPnhGjrV0o2cGIHHcgsnG0srSrn7zQtygEdKOl7Nll6r7b_QTsZu-7-7HxtM_bFuNsDtJF7Lzn0F0VvxKYrYI1_CbyYQKX-O5nyP-d42D9Zrvbn4p_U60tIDSwk73PUxqnjHvv4Q66uieSJsfRMbvNzI0ZUudDXwxhIRAjYcP7Lkt0ACd6vNQU7nMzISbTrs4HgbOl_MYkgIFnbeTrCIHldQjml8G0la4rx_Rs6mQOO4QwzXKWtH-Fsl2sBXIhf5WZrMLy_eDzG_iBeqU1mDTYQ7yoaX_X9FEcfMdzErO3GYuH2C9SWiTGiO1WZEaGcKJqGtK08hXX94bGHQXJoNgd5B7BAE9SPHWc1TsLmNHoce1QZCRZqpBIpgabHlgj5oCeGpwr8uo8dNTsY4unVvNFyUWNf5sT0v6IRsyXzC_YnoJUnJ4pphkvDYpqlNjeLCgTyx1KCicHUqpoTF6sAs2jqQlwXXIaUeDv0wxThsZQRuL8dZ7Ry3WSIP8A8bghYpn6_Upy5XKYAcC48yQcZ9QJMLTG6Q4pYGn_eA58AW4g6mRgXbtXTA0O_6h0lnv_Xt4B5n3iN8THEoSsjxJqgh_XSEkWy7S6n78WxYyT6hMuKnHVYnod566qvS8rRRwjsnwowrHCbMUXO2K1zK7ZiPcGDywFbWIah3o5TEjFT-g7JWf_HR47oXAU-gGJttsvoBsirnHctmJJclaTN6d74s2vQqTkGdsJBoyWweacLS76PxiHAguAwmyOUfK9ZrK-JCLiRJdNQta7DdCyHuu1IYPNa08ZmyaAbywpGIbYN5Rz6MvlrtBa3dJaUiJcSHeod21aejQyNWdFcAd8J8yTX58wI8k5PfvE_FBoZ25LMqRWZz_cvLcWYB6nsYdQ6RBWBJejp1FqzOuxAV3fQ=w120-h119
